id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
10891.json,The CEO of Goldman Sachs let his employees know that hed be just fine with either Bush or Clinton.,ceo goldman sachs let employees know hed just fine either bush clinton,barely-true,nuanced,1,martin-omalley,democrat,financial-regulation,0.7778,0.0556,18.0,1
11444.json,Republican leadership took the lead confirming Loretta Lynch as attorney general.,republican leadership took lead confirming loretta lynch attorney general,barely-true,nuanced,1,ted-cruz,republican,"congressional-rules,legal-issues",0.3063,0.3694,111.0,1
13211.json,"Its bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isnt acting in films that degrade women, hes stalking them in his personal time.",bad enough stephen silberkraus appeared sexual fetish film where women kidnapped homes forced live naked kennels trained pets when silberkraus isnt acting films degrade women hes stalking personal time,barely-true,nuanced,1,lesley-cohen,democrat,candidates-biography,0.0,0.0,1.0,1
12973.json,"Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",hillary clinton voted raise taxes workers earning little,barely-true,nuanced,1,republican-party-florida,republican,taxes,0.375,0.3125,32.0,1
542.json,"You know, the approval rating of Congress is down to 13 percent.",know approval rating congress down percent,true,real,2,john-mccain,republican,ethics,0.4658,0.3219,146.0,1
5455.json,Says Rick Santorum funded Planned Parenthood.,rick santorum funded planned parenthood,half-true,nuanced,1,ron-paul,republican,"abortion,message-machine-2012",0.5,0.3438,32.0,1
7688.json,Schools in some states are spending up to 100 days a year doing test-prep or actual testing.,schools some states spending days year doing test prep actual testing,barely-true,nuanced,1,randi-weingarten,none,education,0.5,0.0,2.0,0
9073.json,"In Oregon, students are skipping math class to learn about the Bible.",oregon students skipping math class learn about bible,true,real,2,hemant-mehta,activist,"education,religion",0.0,0.0,0.0,0
10303.json,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,united states right now incarcerates more african americans percentage than apartheid south africa,true,real,2,nicholas-kristof,none,criminal-justice,0.6667,0.3333,3.0,0
12412.json,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",before percentage texas high school students meeting college readiness standards texas higher education coordinating board stood english math those figures stood,true,real,2,don-willett,republican,"children,education",0.0,0.0,0.0,1
383.json,Obama's liberal fiscal agenda: Over $874-billion in new spending.,obama's liberal fiscal agenda over billion new spending,half-true,nuanced,1,republican-national-committee-republican,republican,federal-budget,0.5333,0.2667,30.0,1
7053.json,Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.,tommy thompson made millions corporations who outsource american jobs now hes trying lavish huge tax breaks,half-true,nuanced,1,majority-pac,democrat,"corporations,jobs,message-machine-2012,workers",0.5,0.0,2.0,1
1884.json,Georgia has a well-deserved reputation for setting the gold standard for food safety.,georgia well deserved reputation setting gold standard food safety,false,fake,0,kevin-levitas,democrat,food-safety,0.0,1.0,1.0,1
4452.json,I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.,asked unions pay into own health care insurance being unreasonable requested contribute toward own pensions screamed unfair,barely-true,nuanced,1,scott-walker,republican,"health-care,labor,state-budget,state-finances",0.48,0.3467,150.0,1
3654.json,We have created more jobs in this last year than the Bush administration (did) in eight years.,created more jobs last year than bush administration eight years,mostly-true,real,2,joe-biden,democrat,"economy,jobs",0.5968,0.2258,62.0,1
4695.json,"After I had resigned or announced my resignation, I abolished -- I prohibited pay-to-play for people that had county or state contracts.",after resigned announced resignation abolished prohibited pay play people county state contracts,half-true,nuanced,1,jim-mcgreevey,democrat,"candidates-biography,ethics",1.0,0.0,1.0,1
7186.json,"If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.",lawmakers fail avert fiscal cliff percent federal money sent states eliminated,false,fake,0,campaign-fix-debt,organization,"debt,deficit,federal-budget,state-budget,state-finances,states",0.0,1.0,1.0,0
3354.json,"In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.",average annual compensation teacher milwaukee public schools system exceed,true,real,2,maciver-institute,independent,"education,labor,state-budget",0.3333,0.3333,3.0,0
4394.json,Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,rep paul ryans budget proposal eliminates medicare years,false,fake,0,joe-biden,democrat,"federal-budget,medicare",0.5968,0.2258,62.0,1
6768.json,Says there are fewer jobs in America today than when Barack Obama became president.,there fewer jobs america today than when barack obama became president,barely-true,nuanced,1,chris-christie,republican,jobs,0.5679,0.3086,81.0,1
9702.json,Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.,senate candidate cory gardner blocked immigration reform voted deport dreamers,barely-true,nuanced,1,service-employees-international-union-committee-po,newsmaker,immigration,0.5,0.25,4.0,0
6340.json,Says PolitiFact validated and independently documented its criminal history claims about Adan Ballesteros.,politifact validated independently documented criminal history claims about adan ballesteros,barely-true,nuanced,1,texans-accountable-government,none,"candidates-biography,crime,criminal-justice",0.0,0.0,1.0,0
8845.json,Women make 77 cents for every dollar a man earns.,women make cents every dollar man earns,mostly-true,real,2,barack-obama,democrat,"jobs,women",0.6829,0.1691,473.0,1
5438.json,About 800 people refused to get a drug screening because they are out there on drugs.,about people refused get drug screening because out there drugs,false,fake,0,paige-kreegel,republican,"drugs,welfare",0.0,1.0,1.0,1
6654.json,Says Mitt Romney asked for a waiver from federal welfare rules.,mitt romney asked waiver federal welfare rules,barely-true,nuanced,1,rahm-emanuel,democrat,welfare,0.6,0.2,5.0,1
2631.json,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,tom hughes supports paving over thousands acres over development sprawl,false,fake,0,bob-stacey,democrat,"environment,housing",0.0,1.0,2.0,1
9776.json,Sen. Jack Reed cast the deciding vote in the Senate for the Affordable Care Act.,sen jack reed cast deciding vote senate affordable care act,barely-true,nuanced,1,mark-zaccaria,republican,"congress,health-care,history,job-accomplishments,public-health,voting-record",0.0,0.5,4.0,1
6910.json,David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.,david cicilline state representative who opposed tough mandatory sentences those convicted domestic violence child abuse,true,real,2,brendan-doherty,republican,"candidates-biography,children,crime,criminal-justice,families,public-safety,women",0.4,0.4,5.0,1
1583.json,Bill White ...offered sanctuary to illegal immigrants.,bill white offered sanctuary illegal immigrants,false,fake,0,cathie-adams,republican,immigration,0.25,0.5,4.0,1
10795.json,Says the Clintons burst through their own self-pronounced guidelines by acceptingforeign donations.There is a clip of Bill Clinton saying were not going to take foreign donations.,clintons burst through own self pronounced guidelines acceptingforeign donations there clip bill clinton saying not going take foreign donations,barely-true,nuanced,1,joe-scarborough,none,ethics,0.5455,0.3636,11.0,0
3220.json,"Overall we currently have $981 million, almost a billion dollars in active development projects right here in the City of Richmond.",overall currently million almost billion dollars active development projects right here city richmond,barely-true,nuanced,1,dwight-jones,democrat,economy,0.5,0.25,4.0,1
1048.json,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""",sixty two percent all personal bankruptcies caused medical problems,half-true,nuanced,1,chris-dodd,democrat,"bankruptcy,health-care",1.0,0.0,6.0,1
10220.json,China has made enormous progress in its human rights. That is a fact recognized by all the people in the world.,china made enormous progress human rights fact recognized all people world,barely-true,nuanced,1,xi-jinping,none,"china,foreign-policy,human-rights",0.0,0.0,1.0,0
3024.json,Says the states Medicaid waiver proposal has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.,states medicaid waiver proposal languished file cabinet centers medicare medicaid services more than two years,pants-fire,fake,0,rick-perry,republican,"health-care,state-budget,states",0.4545,0.3357,143.0,1
